Race tire mounting in the San Francisco Bay Area (Peninsula),race-tire-mounting-in-the-san-francisco-bay-area-peninsula,"<p>So as I try to get ready for the 2011 autocross season I stopped into a tire shop the other day, the Les Schwab on El Camino in San Carlos, California.</p>

<p>I was curious how much they would charge to mount and balance for 18” tires. For those of you who don’t autocross, it is very common for autocrossers to need a local tire changing service, while not purchasing the tires from that location as well.</p>

<p>I’ve had placed charge anywhere from $60 to $80. When I asked Les Schwab what they would charge he told me $149, I literally laughed, said thank you, and walked out.</p>

<p>I’ll be tasked now with finding a local shop who will hopefully do it for cheaper. I was spoiled in St. Louis, I had access to the tire machine at <a href=""http://www.soloperformance.com"">www.soloperformance.com</a>, I had a % share in the machine, actually I still do. It might be cheaper just to ship wheels and tires to Dave and have him mount them.</p>

<p>Getting them shipped back though might make that cost prohibitive <img style=""border-bottom-style: none; border-right-style: none; border-top-style: none; border-left-style: none"" class=""wlEmoticon wlEmoticon-smile"" alt=""Smile"" src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/38c1eaeeaf3c_1076/wlEmoticon-smile_2.png"" /></p>

<p>Anyone got any leads to a good tire mounting shop on the peninsula in&#160; the San Francisco Bay Area?</p>",2011-01-16 04:18:45.000,html,,,/Blog/itemId/486/Race-tire-mounting-in-the-San-Francisco-Bay-Area
Decking out the Project350z in DotNetNuke,decking-out-the-project350z-in-dotnetnuke,"<p>I don&rsquo;t have an Autocross event coming up for a couple weeks, but I couldn&rsquo;t wait, I had to do something to the car.</p>

<p>So here she is, <a href=""http://www.dotnetnuke.com"">DotNetNuke</a> logos on the front and the back of the 350z.</p>

<p><img alt="""" src=""http://farm6.static.flickr.com/5247/5362427932_1cd99da6c9.jpg"" /></p>

<p>and</p>

<p><img alt="""" src=""http://farm6.static.flickr.com/5210/5361818753_2fe8c12a32.jpg"" /></p>

<p><strong>What is DotNetNuke?</strong> DotNetNuke is an open source platform for building web sites based on Microsoft .NET technology.</p>

<p><strong>Why would someone put a DotNetNuke logo on their car?</strong> This website runs on DotNetNuke. My personal website runs on DotNetNuke, my wife&rsquo;s site runs on DotNetNuke, my daughter&rsquo;s website runs on DotNetNuke, <a href=""http://www.SCCAForums.com"" target=""_blank"">SCCAForums.com</a> runs on DotNetNuke. I work for DotNetNuke Corporation. I&rsquo;ve used DotNetNuke for 8 years now. My life revolves around DotNetNuke, and has for a long time, and hopefully will for a long time as well.</p>

<p>So I found it fitting that I should try to help promote the product in any way I can. That includes putting the logo on my car, front and back. <a href=""http://www.flickr.com/photos/chammond/2291945232/"" target=""_blank"">I&rsquo;ve done it before, on a different car</a>, so why not on my current car!</p>

<p>So what do you think? Am I crazy? </p>",2011-01-19 01:48:43.000,html,,,/Blog/itemId/487/Decking-out-the-Project350z-in-DotNetNuke
Injen Customer Service Update! It rocks!,injen-customer-service-update-it-rocks,"<p><a href=""http://www.project350z.com/Articles/itemId/483/Unable-to-get-any-customer-service-from-Injen-Syst.aspx"" target=""_blank"">So a while back now I complained</a> that I wasn’t able to get any customer service from Injen Systems on the Super SES exhaust that was on my 350z when I purchased it.</p>

<p>Well I am happy to say that I no longer have that problem! Injen contacted me and apologized for the lack of responses previously. I was still somewhat cautious, but they did say that they could help me by sending me the parts I needed to fix the leaking system (at a cost, but I didn’t expect them for free).</p>

<p>The parts showed up today! So, to Injen, thank you for your help!</p>

<p>I’ll be installing the exhaust this weekend, taking the OEM setup back out. I’ll have to try to weigh everything before I put it in, and then the OEM one when it comes out to compare.</p>

<p>On an unrelated note to the exhaust. In the 2011 February Fastrack the SCCA is proposing moving the 350z from BSP to ESP. I’m&#160; going to have to write a letter, or 3, in support of that move!</p>",2011-01-21 00:40:31.000,html,,,/Blog/itemId/488/Injen-Customer-Service-Update-It-rocks
Injen Super SES Installation on the 350z,injen-super-ses-installation-on-the-350z,"<p>If you followed the <a href=""http://www.project350z.com/Articles/itemId/488/Injen-Customer-Service-Update-It-rocks.aspx"">blog post earlier this week</a> you already know that Injen came through and got me the replacement midpipes for my Super SES Exhaust which I removed late last year.</p>

<p>Today I took the OEM exhaust off the 350z and put the Injen exhaust back on. The job itself is easy, probably could do it all in about 25 minutes if I really pushed it, but I didn&rsquo;t. I took my time, cleaned up in the garage a bit, cleaned up the exhaust a bit as well. I also managed to weigh both the Injen exhaust and the OEM exhaust to see what the difference was. I was hoping it would be more!</p>  <table border=""0"" cellspacing=""0"" cellpadding=""2"" width=""613"">      <tbody>          <tr>              <td valign=""top"" style=""width: 225px;""><strong>Exhaust</strong></td>              <td valign=""top"" style=""width: 386px;""><strong>Weight</strong></td>          </tr>          <tr>              <td valign=""top"" style=""width: 225px;"">OEM 350z Exhaust</td>              <td valign=""top"" style=""width: 386px;"">Y-pipe (15lbs) Midpipe (10lbs) Muffler (35lbs)         <br />              <strong>Total 60lbs</strong></td>          </tr>          <tr>              <td valign=""top"" style=""width: 225px;"">Injen Super SES Exhaust</td>              <td valign=""top"" style=""width: 386px;"">Midpipes (10lbs each) Muffler (15lbs each)         <br />              <strong>Total 50lbs</strong></td>          </tr>      </tbody>  </table>  <p><em>(these weights were taken on a standard bathroom scale, not sure of their accuracy)</em></p>

<p>So installing the Super SES Exhaust should save me ~10lbs over the stock setup, providing more flow and hopefully more horse power. I had the car dyno&rsquo;d back in April of 2010 with the original Super SES setup on it, I will have to find the dyno sheets but if I recall correctly it was around 259 to the rear wheels. Not bad considering I believe my first Z in stock form on a totally different dyno setup, did around 219 to the rear.</p>

<p>I setup my GoPro HD today to take a photo every 2 seconds while I was working, I think it turned out well, though a number of the shots are a little dark in the garage, I think I can fix that next time.</p>

<p>   </p>  <div style=""padding-bottom: 0px; margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-left: 0px; padding-right: 0px; display: inline; float: none; padding-top: 0px;"" id=""scid:5737277B-5D6D-4f48-ABFC-DD9C333F4C5D:5e7b6a7f-6ea5-4ac8-a6fc-e771ee467e1a"" class=""wlWriterEditableSmartContent"">  <div id=""0a656515-0c4f-49aa-9283-82771fb6c4f8"" style=""margin-top: 0px; margin-right: 0px; margin-bottom: 0px; margin-left: 0px; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; display: inline;"">  <div><object width=""448"" height=""252"">  <param name=""movie"" value=""http://www.youtube.com/v/jS4hn0s8lrM?hl=en&amp;hd=1""><embed src=""http://www.youtube.com/v/jS4hn0s8lrM?hl=en&amp;hd=1"" type=""application/x-shockwave-flash"" width=""448"" height=""252""></object></div>  </div>  <div style=""width: 448px; clear: both; font-size: 0.8em;"">Injen Super SES Installation on a 350z</div>  </div>  <p><br />  </p>

<p>I also took a number of photos of the exhaust before putting it on.</p>

<p><a title=""Injen Super SES Exhaust 350z"" href=""http://www.flickr.com/photos/17726343@N00/5379887402/""><img alt=""Injen Super SES Exhaust 350z"" src=""http://static.flickr.com/5244/5379887402_95ef90bdd9.jpg"" style=""border-width: 0px;border-style: solid;"" /></a>    <br />  The rear of the exhaust after cleaning up the muffler/tips</p>

<p><a title=""Injen Super SES Exhaust 350z"" href=""http://www.flickr.com/photos/17726343@N00/5379886538/""><img alt=""Injen Super SES Exhaust 350z"" src=""http://static.flickr.com/5288/5379886538_ed8724ec2c.jpg"" style=""border-width: 0px;border-style: solid;"" /></a>    <br />  The new mid pipes from Injen</p>

<p><a title=""Old and New"" href=""http://www.flickr.com/photos/17726343@N00/5379280999/""><img alt=""Old and New"" src=""http://static.flickr.com/5244/5379280999_31ac336e52.jpg"" style=""border-width: 0px;border-style: solid;"" /></a>    <br />  The old and new mid pipes, you can see on the new one that there is extra reinforcement now to prevent the cracking that caused the leak on the original setup.</p>",2011-01-23 01:07:18.000,html,,,/Blog/itemId/489/Injen-Super-SES-Installation-on-the-350z
"350z Trailer Hitch, Take 2",350z-trailer-hitch-take-2,"<p>So for my 2003 350z I had a custom trailer hitch built by a friend in St. Louis. It was hefty, mounting with ubolts through the bottom of the bumper and then a bar running forward to the differential. It weighed quite a bit, but was somewhat easy to remove at autocross events if I was concerned about the weight. </p>

<p>I just spent the last hour and a half trying to dig up an old photo of the hitch, but have so far been unable to do so! I’m hoping to get some photos from the company who made the hitch (no longer produced or sold, but we’ll see if they still have them). I did finally locate a photo of when the hitch was being built! Though it really isn’t useful for much, here it is. This is the mount at the rear diff.</p>

<p><a href=""http://www.flickr.com/photos/chammond/5389655042/""><img border=""0"" alt=""CRW_1674_JFR"" src=""http://farm6.static.flickr.com/5220/5389655042_505eb6623c_m.jpg"" width=""240"" height=""159"" /></a></p>

<p><strong>UPDATE:</strong> I got some photos from the company who produced the hitch (just a reminder, the company is no longer in business and the hitch is no longer available    <br /><a href=""http://www.flickr.com/photos/chammond/5390302769/""><img border=""0"" alt=""350z Trailer Hitch"" src=""http://farm6.static.flickr.com/5131/5390302769_e2cc8da9a7_m.jpg"" width=""240"" height=""180"" /></a>&#160;<a href=""http://www.flickr.com/photos/chammond/5390302985/""><img border=""0"" alt=""350z Trailer Hitch"" src=""http://farm6.static.flickr.com/5298/5390302985_f81ea52fa5_m.jpg"" width=""240"" height=""180"" /></a>&#160;<a href=""http://www.flickr.com/photos/chammond/5390911448/""><img border=""0"" alt=""350z Trailer Hitch"" src=""http://farm6.static.flickr.com/5260/5390911448_87953722dd_m.jpg"" width=""240"" height=""180"" /></a></p>

<p>Then of course there is the car actually towing at trailer. This photo was taken in the parking lot at the Jack Daniel’s Distillery in Lynchburg Tennessee in April 2005, just a few days after the hitch was constructed. I always loved this photo</p>

<p><a href=""http://www.flickr.com/photos/chammond/5389048109/""><img border=""0"" alt=""CRW_1711_JFR"" src=""http://farm6.static.flickr.com/5260/5389048109_3d9c0c77bd_m.jpg"" width=""240"" height=""159"" /></a></p>

<p>So why the hitch post now? Well, it’s that time. Time to get a hitch for the 350z, why? Because autocross season is coming up and I need a way to get wheels and tires to the events! So I ordered a <a href=""http://www.amazon.com/gp/product/B000BROASA?ie=UTF8&amp;tag=chrishammondc-20&amp;linkCode=as2&amp;camp=1789&amp;creative=390957&amp;creativeASIN=B000BROASA"">Curt hitch for the 350z</a> today. It’s about as different as can be from the hitch that was on my old car.</p>

<p>It mounts only to the bumper, and requires trimming the rear bumper cover a bit. I’m not too big a fan of that, but it appears to be the only real option for hitches at this point. I am going to see if I need to reinforce anything when I get the hitch on and a trailer.</p>

<p>Previously, as you can see in the photo I had a rather large trailer, a 6x8. I purchased the 6x8 so that I could haul a couple of sets of tires (I think the most I ever carried was 3, plus a motorcycle. I am pretty sure I don’t have any pictures of the motorcycle on the trailer behind the Camaro (which was what I had at the time).</p>

<p>I don’t know exactly what I will do for a trailer this time around, I will likely get something a little bigger than standard harbor freight tire trailer (I would like to be able to carry two sets of tires), though I won’t buy brand new like I did last time. I will probably peruse craigslist when the time comes, I just found a 4x6 enclosed utility trailer on there for $200 this evening that would be something that could work (when the time comes).</p>

<p>I’ll do a video/blog post of the hitch install this weekend if I can get to it. I’m hoping to hit the NorCalUFO autocross in Marina on Sunday.</p>",2011-01-26 01:09:16.000,html,,,/Blog/itemId/490/350z-Trailer-Hitch-Take-2
Buying an Autocross Helmet,buying-an-autocross-helmet,"<p>If you’re looking to buy an <a href=""http://www.soloperformance.com/Helmets-and-Accessories_c_13.html"" target=""_blank"">Autocross Helmet</a> you should check out <a href=""http://www.soloperformance.com/"">http://www.soloperformance.com/</a></p>

<p>I’ve been a long time Solo Performance customer, and just recently purchased a number of items from them, including this stylish new <a href=""http://www.soloperformance.com/Helmets-and-Accessories_c_13.html"" target=""_blank"">autocross helmet</a>!</p>

<p><a href=""http://www.flickr.com/photos/chammond/5390956023/""><img border=""0"" alt=""Day 26 of #flickr365 #autocross #helmet"" src=""http://farm6.static.flickr.com/5296/5390956023_41ce9910af_m.jpg"" width=""179"" height=""240"" /></a></p>

<p>It should see its first autocross action this Sunday, though it has already seen action at the foosball table here at the office.</p>",2011-01-26 20:34:42.000,html,,,/Blog/itemId/491/Buying-an-Autocross-Helmet
The 350z goes on a Diet,the-350z-goes-on-a-diet,"<p>On Saturday the 350z went on a diet, losing (rough guess here) about 3% of it’s total weight.</p>

<p>When I purchased the car in January of 2010 I knew a few things. The stereo in the car was aftermarket, and so were the two 10” subs in the back of the car. Beyond that I also assumed there was an amplifier somewhere powering the subs, but I wasn’t really sure what else there was.</p>

<p>I decided to remove the subwoofers so that I could drop some weight in the car. I liked the sound, but this car has a purpose, autocross, and the subs were not designed for that purpose.</p>

<p>Yesterday I found out what else was in there. There were TWO amps behind the driver’s seat in the compartment where the stock subwoofer would go on a Bose equipped 350z. They were in there mounted to a wooden structure, but ultimately just floating around in the compartment. That means they probably got a good tossing or two at the two autocrosses I went to previously.</p>

<p>Once I started getting the interior paneling out of the car so that I could remove the sub enclosure I located the amplifiers, and then I started to discover that all of the speakers in the car were being powered by the amps, which told me that they were not likely wired up to the stock stereo harness anymore. </p>

<p>I could have left the amps in and the speakers, and only removed the sub enclosure, but I decided if I was going to try to make this car competitive in BSP (hopefully ESP for 2012) I was going to have to go all in. So I pulled it all. I removed the subs, amps, speakers, and even the stereo from the dash. Fortunately for me BSP allows removal of the stereo/speakers as long as you don’t remove the OEM wiring, so I was covered there.</p>

<p>All in all I pulled out about 100lbs of equipment from the car. 45 for the sub+enclosure, 40 for the amps/bracket, and probably 5-6lbs of wiring (remember it wasn’t using the stock wiring, the power and grounds were 2 gauge, HUGE wires. The 4 speakers and the stereo itself easily weighing in around 10lbs, for a total of around 100lbs.</p>

<p>Not a bad diet for a day’s work. I’ll talk more about what I am doing for tunes in tomorrow’s blog post where I review the first autocross of 2011. For now here’s the video from the stereo removal.</p>  <div style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; display: inline; float: none; padding-top: 0px"" id=""scid:5737277B-5D6D-4f48-ABFC-DD9C333F4C5D:739a7655-a90d-4d42-b929-2a56448fe3b4"" class=""wlWriterEditableSmartContent""><div id=""64bd917b-9b78-426d-b119-19a4b59e16c1"" style=""margin: 0px; padding: 0px; display: inline;""><div><a href=""http://www.youtube.com/watch?v=GGqoF9s0djQ&amp;feature=youtube_gdata_player"" target=""_new""><img src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/The-350z-goes-on-a-Diet_12F66/videoc902b241d5d3.jpg"" style=""border-style: none"" galleryimg=""no"" onload=""var downlevelDiv = document.getElementById('64bd917b-9b78-426d-b119-19a4b59e16c1'); downlevelDiv.innerHTML = &quot;&lt;div&gt;&lt;object width=\&quot;448\&quot; height=\&quot;252\&quot;&gt;&lt;param name=\&quot;movie\&quot; value=\&quot;http://www.youtube.com/v/GGqoF9s0djQ?hl=en&amp;hd=1\&quot;&gt;&lt;\/param&gt;&lt;embed src=\&quot;http://www.youtube.com/v/GGqoF9s0djQ?hl=en&amp;hd=1\&quot; type=\&quot;application/x-shockwave-flash\&quot; width=\&quot;448\&quot; height=\&quot;252\&quot;&gt;&lt;\/embed&gt;&lt;\/object&gt;&lt;\/div&gt;&quot;;"" alt=""""></a></div></div><div style=""width:448px;clear:both;font-size:.8em"">350z Stereo Removal (autocross weight savings)</div></div>",2011-01-31 00:49:00.000,html,,,/Blog/itemId/492/The-350z-goes-on-a-Diet
How do you travel with your video equipment?,how-do-you-travel-with-your-video-equipment,"<p>So this isn’t the blog post I had intended to write today, but I think it’s a useful one nonetheless.</p>

<p>For those of you who autocross, or partake in any other motorsports. How do you travel with your video equipment? Discussion on where you mount your cameras and such, and what types of cameras will be left for another set of blog posts, but for now, how do you get your equipment to a race?</p>

<p>If you’re a small time autocrosser like me, you likely aren’t towing your car around on an enclosed trailer with lots of storage space.</p>

<p>At this point I have 3-6 potential video cameras I could take/use at any one race. Two GoPro’s (one HD and one of the SUPER CRAPPY original versions), a Chase Cam/PDR, plus a Canon HV10, 5d Mark II and a point and shoot that will do video. Now granted, I will almost likely never put the 5d Mark II on the car, I do take it to events so that I can take photos.</p>

<p>So what’s the best way to get things to an event? Right now I’m packing things into a lowepro 300aw, and that is probably the best solution for the time being, but with all that equipment I’m going to have to trim back what I put in the bag (less lenses for the 5D).</p>

<p>What do you use? A Pelican case? A bag? Something else? </p>",2011-01-31 19:42:27.000,html,,,/Blog/itemId/493/How-do-you-travel-with-your-video-equipment
Autocross Video from NorCalUFO 1/30/11,autocross-video-from-norcalufo-1/30/11,"<p>Sunday I partook in the NorCalUFO autocross, their second event of the year, my first attending since the baby was born in October. I got to the event and heard that they had a course worker get hit at their last event, unfortunately he was hurt pretty bad and of course doesn’t have insurance, so they were taking donations. I assume that their insurance doesn’t cover the injuries? I believe (could be wrong) that SCCA events always have insurance that would cover someone who got injured, but perhaps I’m wrong. The odd thing is this is the SECOND course worker they’ve had hit in the past 6 or 9 months. Not exactly something that you want to hear when you show up. (Mental note, keep that in mind when signing up for worker positions)</p>

<p>WOOOOOOWHOOOO! Fun at an autocross again. It’s been a few events since I’ve really had fun at an autocross. This time around I was still on the crappy street tires, which actually I think are worse than before as the rears are getting pretty bald, it was wet, so that made things more interesting.</p>

<p>I started out the morning by driving down to Marina (about an hour and 40 minutes), stopping to get a bite to eat, and then to grab a gallon of gas when I got there. I got to the site around 7:30am and got registered for BSP, and signed up for the “course monitor” work assignment for the 4th run group.</p>

<p>I took 3 video cameras with me (4 if you count my DSLR), my GoProHD, my original GoPro and my ChaseCam. Unfortunately the original GoPro is such as POS that it failed to work for a single run… go figure. I love the GoProHD, but I tell you being an early adopter of GoPro (I got the first one in December 2007) was a mistake, their original cameras just flat out suck. If anyone from GoPro is reading this, I will gladly trade you guys my original one for another GoProHD, contact me!</p>

<p>My first run I went out with tire pressures around 48/46psi, it was like a drifter’s dream, wet surface, bald tires with high pressure, the rear end was moving around like a girl putting herself through college in east St. Louis. Here’s a video of the run, both from the top of the car, and inset with the passenger side view of the right front tire, watch all over the steering correction while the car dances.</p>  <div style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; display: inline; float: none; padding-top: 0px"" id=""scid:5737277B-5D6D-4f48-ABFC-DD9C333F4C5D:fd1e2d43-f6f7-44da-bf1d-9da13f237801"" class=""wlWriterEditableSmartContent""><div id=""9543b44a-b7f4-41e7-a478-acbcdd1022ac"" style=""margin: 0px; padding: 0px; display: inline;""><div><a href=""http://www.youtube.com/watch?v=zjCFiWwO6GA&amp;feature=youtube_gdata_player"" target=""_new""><img src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/Autocross-Video-from-13011_13493/videoce295b8c8fbb.jpg"" style=""border-style: none"" galleryimg=""no"" onload=""var downlevelDiv = document.getElementById('9543b44a-b7f4-41e7-a478-acbcdd1022ac'); downlevelDiv.innerHTML = &quot;&lt;div&gt;&lt;object width=\&quot;734\&quot; height=\&quot;411\&quot;&gt;&lt;param name=\&quot;movie\&quot; value=\&quot;http://www.youtube.com/v/zjCFiWwO6GA?hl=en&amp;hd=1\&quot;&gt;&lt;\/param&gt;&lt;embed src=\&quot;http://www.youtube.com/v/zjCFiWwO6GA?hl=en&amp;hd=1\&quot; type=\&quot;application/x-shockwave-flash\&quot; width=\&quot;734\&quot; height=\&quot;411\&quot;&gt;&lt;\/embed&gt;&lt;\/object&gt;&lt;\/div&gt;&quot;;"" alt=""""></a></div></div><div style=""width:734px;clear:both;font-size:.8em"">Run #1 for Project350z.com on 1/30/11 BEST VIEWED IN HD</div></div>  <p>&#160;</p>

<p>With all that moving around I was sure when I cross the finish lights I had taken out at least 4 cones, but the final results show only 1, but a nice and slow time of 53 seconds.</p>

<p>The second run was a little better than the first, improving on raw time, and clean. The third run however is another story, I was going okay until a couple of turns before the finish when the rear of the car decided to do the old Sauget shuffle and batted a few cones off course (video coming soon) My third run was the fastest up to that point, but I had 4 cones today based on the results.</p>  <div style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; display: inline; float: none; padding-top: 0px"" id=""scid:5737277B-5D6D-4f48-ABFC-DD9C333F4C5D:ca8d6810-195d-4a99-a187-79e4e29b212c"" class=""wlWriterEditableSmartContent""><div id=""547183ec-da84-40d3-9d85-bbe055fd40b1"" style=""margin: 0px; padding: 0px; display: inline;""><div><a href=""http://www.youtube.com/watch?v=3Xq9NICjUJA&amp;feature=youtube_gdata_player"" target=""_new""><img src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/Autocross-Video-from-13011_13493/video30047205e2eb.jpg"" style=""border-style: none"" galleryimg=""no"" onload=""var downlevelDiv = document.getElementById('547183ec-da84-40d3-9d85-bbe055fd40b1'); downlevelDiv.innerHTML = &quot;&lt;div&gt;&lt;object width=\&quot;733\&quot; height=\&quot;412\&quot;&gt;&lt;param name=\&quot;movie\&quot; value=\&quot;http://www.youtube.com/v/3Xq9NICjUJA?hl=en&amp;hd=1\&quot;&gt;&lt;\/param&gt;&lt;embed src=\&quot;http://www.youtube.com/v/3Xq9NICjUJA?hl=en&amp;hd=1\&quot; type=\&quot;application/x-shockwave-flash\&quot; width=\&quot;733\&quot; height=\&quot;412\&quot;&gt;&lt;\/embed&gt;&lt;\/object&gt;&lt;\/div&gt;&quot;;"" alt=""""></a></div></div><div style=""width:733px;clear:both;font-size:.8em"">Run #3 for Project350z.com on 1/30/11 BEST VIEWED IN HD</div></div>  <p>My 4th and final run was when the fun finally kicked in. The course was starting to dry out more and I took a serious drop in tire pressure, going down to 38/36. Talk about a big improvement, the tires were starting to squeal (I hate street tires) due to the drying surface. I got down to around a 48.9 on that run. Much improvement, not enough to put me into the lead in BSP but I was happy with a very under prepared car on super cheap street tires.</p>

<p>Here’s the video from Run 4.</p>  <div style=""padding-bottom: 0px; margin: 0px; padding-left: 0px; padding-right: 0px; display: inline; float: none; padding-top: 0px"" id=""scid:5737277B-5D6D-4f48-ABFC-DD9C333F4C5D:65bb3cab-8ee2-4ebf-b35a-c9fe41bfff7d"" class=""wlWriterEditableSmartContent""><div id=""aaf05418-8f8c-4936-b3d6-be96430fa35b"" style=""margin: 0px; padding: 0px; display: inline;""><div><a href=""http://www.youtube.com/watch?v=59p2nYz4qj0&amp;feature=youtube_gdata_player"" target=""_new""><img src=""http://www.project350z.com/Portals/4/PublishThumbnails/Windows-Live-Writer/Autocross-Video-from-13011_13493/video885c646ae156.jpg"" style=""border-style: none"" galleryimg=""no"" onload=""var downlevelDiv = document.getElementById('aaf05418-8f8c-4936-b3d6-be96430fa35b'); downlevelDiv.innerHTML = &quot;&lt;div&gt;&lt;object width=\&quot;729\&quot; height=\&quot;409\&quot;&gt;&lt;param name=\&quot;movie\&quot; value=\&quot;http://www.youtube.com/v/59p2nYz4qj0?hl=en&amp;hd=1\&quot;&gt;&lt;\/param&gt;&lt;embed src=\&quot;http://www.youtube.com/v/59p2nYz4qj0?hl=en&amp;hd=1\&quot; type=\&quot;application/x-shockwave-flash\&quot; width=\&quot;729\&quot; height=\&quot;409\&quot;&gt;&lt;\/embed&gt;&lt;\/object&gt;&lt;\/div&gt;&quot;;"" alt=""""></a></div></div><div style=""width:729px;clear:both;font-size:.8em"">Run #4 Project350z.com 1/30/11 BEST VIEWED IN HD</div></div>  <p>You can also check out some external videos of the 350z running, though you’ll have to dig through Will’s 20 minute video he posted to find them! (fast forward to around 4:46)</p>

<p><a href=""http://vimeo.com/19393008"">http://vimeo.com/19393008</a></p>

<p>I’m already signed up for the SFRSCCA Divisional which is running the weekend of 2/19. I’m also planning on hitting the SCCA event the weekend before, hopefully both events I’ll have the car shod in some r-compound tires and some nice fatty wheels.</p>",2011-02-02 02:07:35.000,html,,,/Blog/itemId/494/Autocross-Video-from-NorCalUFO-1/30/11
350z BSP Parts Configuration,350z-bsp-parts-configuration,"<p>This post will be a continually updated (on project350z.com) list of parts (to buy) and configuration for the 350z preparation for SCCA Solo&rsquo;s BSP (B street prepared) Class. If you&rsquo;re building a 350z for Autocross I hope that this page provides of some great value.</p>

<p>Each part will be marked as Planned or Installed depending on the current status. In no particular order:</p>  <h2>Wheels</h2>  <ul>      <li><a href=""http://www.project350z.com/Articles/itemId/496/Wheels-for-a-BSP-350z-ARP-Studs-Sway-Bars.aspx"">Enkei Racing RPF1 <s>18x9.5/10.5 +15</s>&nbsp;18""x10"" +38 Black&nbsp;</a></li>
<li>NISMO/ARP studs (INSTALLED 2/12/11)</li>  </ul>  <h2>Tires</h2>  <ul>      <li>Hoosier Racing A6 (Size TBD, Probably 315s, Planned) </li>  </ul>  <h2>Suspension</h2>  <ul>      <li>Hotchkis Front/Rear Swaybars (<s>Planned</s>/<s>Purchased</s>/Installed 2/13/11) </li>
<li>The rest, unknown but I need the following</li>
<li>Shocks</li>
<li>Springs</li>
<li>Camber/Toe adjustment</li>  </ul>  <h2>Drivetrain</h2>  <ul>      <li>OS Giken Differential (Planned) </li>  </ul>  <h2>Engine</h2>  <ul>      <li>K&amp;N CAI (Installed) </li>
<li>Plenum Spacer (Installed)</li>
<li>Plenum (Planned) </li>
<li>ECU Tune (Planned) </li>  </ul>  <h2>Weight Savings</h2>  <ul>      <li>Stereo/Speaker Removal (completed) </li>
<li>Race Seats (Planned) </li>
<li>Battery Relocation (Planned) </li>
<li>Smaller Battery (Planned) </li>  </ul>  <h2>Other</h2>  <ul>      <li>TBD </li>  </ul>",2011-02-04 03:16:23.000,html,,,/Blog/itemId/495/350z-BSP-Parts-Configuration
